type,phenomenon,dataset,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Added compound,CLAIRE,"5. Offer the associate's name who helped you to the check-out counter, if asked. ","5. Offer the sales associate's name who helped you to the check-out counter, if asked. ",14,15,4.785714286,4.8,81,87,2.585990621,2.604257913,7.579808677,7.807823636,0.19656228,0.183957336
3,Added compound,CLAIRE,It is a good idea to use an actual Scotts spreader to ensure accuracy. ,It is a good idea to use an actual Scotts elm spreader to ensure accuracy. ,14,15,4.071428571,4.0,71,75,2.169200062,2.337253391,7.64693581,7.741140089,0.126082467,0.117685492
3,Added compound,CLAIRE,Becoming a licensed attorney would also satisfy the educational requirements of the CFP Board. ,Becoming a licensed attorney would also satisfy the educational requirements of the CFP ® Board. ,14,15,5.785714286,5.466666667,95,97,2.320361988,2.368088986,7.966925096,8.169132294,0.215889624,0.201502067
3,Added compound,CLAIRE,"To hang the rafters, buy some metal hangers at the hardware store. ","To hang the rafters, buy some metal bracket hangers at the hardware store. ",12,13,4.583333333,4.769230769,67,75,3.007922319,3.11731291,7.277635189,7.376278636,0.178876301,0.165134279
3,Added compound,CLAIRE,1. Know your audience. ,1. Know your poop audience. ,4,5,4.75,4.6,23,28,2.869700218,3.261760174,9.275268301,8.22021464,0.022339352,0.017885202
3,Added compound,CLAIRE,Look for the padded push-up bra; this will add fullness and cleavage. ,Look for the padded push-up belly bra; this will add fullness and cleavage. ,12,13,4.833333333,4.846153846,70,76,2.607922319,2.776543679,7.415391189,7.156514944,0.169470415,0.156458654
3,Added compound,CLAIRE,1. Attend your hearing. ,1. Attend your church hearing. ,4,5,5.0,5.2,24,31,2.869700218,3.275760174,9.275268301,8.45021464,0.022339352,0.018602442
3,Added compound,CLAIRE,"Don't answer any calls and don't make any plans with them, but just say ""hi""or smile and KEEP ON WALKING when you see them. ","Don't answer any friend calls and don't make any plans with them, but just say ""hi""or smile and KEEP ON WALKING when you see them. ",24,25,4.166666667,4.24,124,131,2.665111232,2.681306783,7.328155028,7.177828827,0.066935011,0.064524775
3,Added compound,CLAIRE,2. Find the total measure of all angles in the polygon. ,2. Find the total measure of all θ angles in the polygon. ,11,12,4.090909091,3.833333333,56,58,2.626254625,2.660422319,7.163732752,7.483424445,0.275763121,0.252789216
3,Added compound,CLAIRE,Check the CFP Board's website for more information. ,Check the CFP board Board's website for more information. ,8,9,5.5,5.444444444,52,58,2.761883479,2.962785314,8.601732034,8.353761808,0.166753527,0.149245232
3,Added compound,CLAIRE,Brainstorming is one of the most common types of informal invention. ,Brainstorming is one of the most common types of informal entertainment invention. ,11,12,5.272727273,5.916666667,69,83,2.373527352,2.419066739,8.051649849,7.996512361,0.219068938,0.201214428
3,Added compound,CLAIRE,"If it helps you, drag your foot to take away some speed. ","If it helps you, drag your pitching foot to take away some speed. ",12,13,3.75,4.076923077,57,66,2.976255652,3.041159064,6.918331439,7.232308487,0.064916137,0.05993115
3,Added compound,CLAIRE,"While most players can attack and score goals, not many can defend properly. ","While most defender players can attack and score goals, not many can defend properly. ",13,14,4.923076923,5.142857143,77,86,2.999620602,3.013219131,7.482287257,7.594266738,0.063327662,0.058814569
3,Added compound,CLAIRE,Start from your normal stance. ,Start from your normal judo stance. ,5,6,5.2,5.0,31,36,2.336506783,2.667088986,7.214607627,7.790506356,0.038015748,0.031687835
3,Added compound,CLAIRE,Here are a few popular options: ,Here are a few popular coding options: ,6,7,4.333333333,4.571428571,32,39,2.355422319,2.451790559,8.0835672,8.620200457,0.084500505,0.072497287
3,Added compound,CLAIRE,1. Wrap a red fabric around your head and mark the seam. ,1. Wrap a red cotton fabric around your head and mark the seam. ,12,13,3.75,3.923076923,57,64,2.973233406,3.126830836,6.22918385,6.211554323,0.172274291,0.159099823
3,Added compound,CLAIRE,This involves repeated testing of stool samples or cultures to be sure you are no longer carrying Salmonella typhi. ,This involves repeated testing of stool samples or soil cultures to be sure you are no longer carrying Salmonella typhi. ,19,20,5.105263158,5.05,116,121,2.793557986,2.897380087,8.256629407,8.167797937,0.083976253,0.079829199
3,Added compound,CLAIRE,Mix equal amounts of glue and warm water. ,Mix equal amounts of milk glue and warm water. ,8,9,4.25,4.222222222,42,47,2.883600109,3.109866763,7.23856865,6.808727689,0.141796208,0.126141715
3,Added compound,CLAIRE,"Buy special stationery , such as nice paper or blank cards. ","Buy special stationery , such as nice notebook paper or blank cards. ",11,12,4.454545455,4.75,60,69,2.719890988,2.903233406,7.0083992,6.955199267,0.022385217,0.020602995
3,Added compound,CLAIRE,1. Obtain a long LEGO block that will serve as the base of the car. ,1. Obtain a long LEGO resin block that will serve as the base of the car. ,15,16,3.533333333,3.625,68,74,2.596337855,2.689066739,6.746173018,7.078912204,0.218813189,0.205150782
3,Added compound,CLAIRE,Consider doing some training. ,Consider doing some power training. ,4,5,6.5,6.2,30,36,2.803133479,2.650506783,8.184595034,8.043676027,0.00684198,0.007432417
3,Added compound,CLAIRE,It's time to start the mortgage process. ,It's time to start the mortgage planning process. ,7,8,4.857142857,5.25,41,50,2.567504845,2.626100109,7.427941305,7.874452775,0.224889937,0.197339937
3,Added compound,CLAIRE,"In addition to concealing cables, overflow cord protectors make it harder to trip over loose wires. ","In addition to concealing cables, overflow cord protectors make it harder to trip over loose grid wires. ",16,17,5.25,5.176470588,100,105,2.896958424,2.994196164,7.41801415,7.665778024,0.075960003,0.071541058
3,Added compound,CLAIRE,"Having a cat or dog in Animal Jam can be a lot of fun, but sometimes pets can be hard to care for. ","Having a family cat or dog in Animal Jam can be a lot of fun, but sometimes pets can be hard to care for. ",23,24,3.304347826,3.416666667,99,106,2.834243554,2.892400073,6.118842452,6.004724017,0.119260963,0.114749495
3,Added compound,CLAIRE,4. Select the Tools button. ,4. Select the Office Tools button. ,5,6,4.6,4.833333333,28,35,2.715013566,2.768555798,9.596775854,9.830652056,0.200061009,0.166730218
3,Added compound,CLAIRE,1. Clear the area. ,1. Clear the entry area. ,4,5,3.75,4.0,19,25,2.634700218,2.831760174,9.245961551,8.79676924,0.250057196,0.200743529
3,Added compound,CLAIRE,1. Find a state-approved program to continue your education. ,1. Find a state-approved graduation program to continue your education. ,9,10,5.777777778,6.2,61,72,2.590563092,2.710506783,7.852918474,7.795626627,0.113679393,0.102351847
3,Added compound,CLAIRE,It is very important to determine appropriate size of your feet prior to purchasing this expensive boots. ,It is very important to determine appropriate size of your feet prior to purchasing this expensive winter boots. ,17,18,5.235294118,5.277777778,106,113,2.319121637,2.403614879,7.472101667,7.300318241,0.123005523,0.116295509
3,Added compound,CLAIRE,"It is probably easiest to use one application to both record and edit, but you may also use two programs: a recording application and a WAV editor. ","It is probably easiest to use one recorder application to both record and edit, but you may also use two programs: a recording application and a WAV editor. ",27,28,4.481481481,4.607142857,148,157,2.662642029,2.725761957,6.866096538,6.919807376,0.13157847,0.126899915
3,Added compound,CLAIRE,"However, the owner-employees of the corporation can work with their accountants to limit the corporation’s annual income. ","However, the owner-employees of the corporation can work with their accountants to limit the corporation’s annual government income. ",17,18,6.176470588,6.388888889,122,133,2.524196164,2.543963044,7.202725608,7.274796408,0.255608315,0.241903915
3,Added compound,CLAIRE,"Your contract should include the contractor’s full information, estimated start and end dates, and an inventory of required materials, along with any special terms you and your builder have set. ","Your contract should include the contractor’s full contact information, estimated start and end dates, and an inventory of required materials, along with any special terms you and your builder have set. ",30,31,5.5,5.548387097,195,203,2.60121342,2.641819439,7.410036225,7.42197054,0.128954621,0.12569526
3,Added compound,CLAIRE,5. Have your plan confirmed. ,5. Have your withdrawal plan confirmed. ,5,6,4.8,5.666666667,29,40,2.975760174,2.868133479,8.77621464,8.9435122,0.019261067,0.016109882
3,Added compound,CLAIRE,"Follow the pre-flight list in the aircraft manual, or get one from your instructor. ","Follow the pre-flight training list in the aircraft manual, or get one from your instructor. ",14,15,5.0,5.2,84,93,2.793933416,2.827671189,6.280475091,6.428443418,0.19689116,0.184272605
3,Added compound,CLAIRE,2. Find a dress. ,2. Find a ribbon dress. ,4,5,3.25,3.8,17,24,2.642200218,3.091760174,8.973370801,8.22869664,0.098186012,0.07861753
3,Added compound,CLAIRE,5. Avoid offering bribes for coverage. ,5. Avoid offering bribes for radio coverage. ,6,7,5.5,5.428571429,39,45,2.765844638,3.047866833,9.89814639,9.222696905,0.043035366,0.037586962
3,Added compound,CLAIRE,"If you have a club near you, you might volunteer as a crew for racing. ","If you have a yacht club near you, you might volunteer as a crew for racing. ",15,16,3.733333333,3.8125,71,77,2.827253391,2.961175054,6.562937218,6.781503642,0.098799099,0.092640182
3,Added compound,CLAIRE,"When you write your invitations, ask your guests to contribute checks, gift cards, or gift certificates. ","When you write your wedding invitations, ask your guests to contribute checks, gift cards, or gift certificates. ",16,17,5.5625,5.647058824,105,113,3.020475109,3.073388338,7.118350588,7.052565259,0.060509649,0.057104737
3,Added compound,CLAIRE,2. Join a tour if you want to make things easy. ,2. Join a destination tour if you want to make things easy. ,11,12,3.363636364,4.0,48,60,2.585006166,2.687922319,6.959988843,7.093323106,0.103110594,0.094631735
3,Added compound,CLAIRE,Buy some fake glasses from a Halloween store. ,Buy some fake makeup glasses from a Halloween store. ,8,9,4.75,4.888888889,46,53,2.719850109,2.912088986,6.919816275,7.033170022,0.064483207,0.057349745
3,Added compound,CLAIRE,2. Focus on your temper. ,2. Focus on your anger temper. ,5,6,4.0,4.166666667,25,31,2.945760174,2.856466812,8.22122684,7.851022367,0.050292361,0.041967867
3,Added compound,CLAIRE,Providing the child with every little detail about the bone process will only confuse them. ,Providing the child with every little detail about the bone transformation process will only confuse them. ,15,16,5.133333333,5.6875,92,107,2.723502261,2.73703337,6.507073342,6.801006258,0.153991682,0.144397992
3,Added compound,CLAIRE,"For those who have some basic power tools and skills to use them, here are the steps to building your own wooden swing. ","For those who have some basic power tools and skills to use them, here are the steps to building your own wooden golf swing. ",23,24,4.217391304,4.208333333,120,125,2.61266673,2.692138949,6.510143887,6.537221225,0.131966369,0.126626855
3,Added compound,CLAIRE,3. Strain the cream. ,3. Strain the food cream. ,4,5,4.25,4.2,21,26,2.634700218,3.067760174,9.245961551,8.04676924,0.250057196,0.201603029
3,Added compound,CLAIRE,A journal is most valuable if you use it in the field to record your observations as you are observing them. ,A garden journal is most valuable if you use it in the field to record your observations as you are observing them. ,21,22,4.19047619,4.272727273,109,116,2.755657184,2.84540004,7.201743308,7.116664067,0.137119932,0.131121034
3,Added compound,CLAIRE,"3. Now, draw some kind of tool. ","3. Now, draw some kind of design tool. ",7,8,3.571428571,3.875,32,39,2.756971553,2.821100109,7.342233029,7.6807039,0.085205986,0.075984018
3,Added compound,CLAIRE,"* Maintain strict and proper procedures for bagging, sterilizing, and washing of clothing. ","* Maintain strict and proper procedures for bagging, sterilizing, and washing of vehicle clothing. ",13,14,6.0,6.071428571,91,99,2.576738596,2.72411441,8.48209819,8.346234034,0.150223046,0.139659791
3,Added compound,CLAIRE,Finding bird droppings on outdoor furniture is a fairly common occurrence. ,Finding bird droppings on outdoor home furniture is a fairly common occurrence. ,11,12,5.818181818,5.666666667,75,80,3.16477581,3.243544493,7.531691849,7.226260861,0.069995634,0.068761775
3,Added compound,CLAIRE,6. Create an outline. ,6. Create an ad outline. ,4,5,4.5,4.0,22,25,2.642200218,3.005760174,11.00003307,10.44402645,0.016463192,0.013851524
3,Added compound,CLAIRE,Consider using the same dye for all of your hair. ,Consider using the same background dye for all of your hair. ,10,11,4.0,4.545454545,50,61,2.569880087,2.632618261,6.74465412,6.919685564,0.202361288,0.184169975
3,Added compound,CLAIRE,Place the trap near where the cats regularly feed and cover it with a blanket. ,Place the food trap near where the cats regularly feed and cover it with a blanket. ,15,16,4.266666667,4.25,79,84,2.580586725,2.719300054,6.079233747,5.902406638,0.216076681,0.203058535
3,Added compound,CLAIRE,4. Eat 1 to 2 servings of complex carbohydrates daily. ,4. Eat 1 to 2 cup servings of complex carbohydrates daily. ,10,11,4.5,4.363636364,55,59,2.64338687,2.857624427,9.671057547,9.116415952,0.109564673,0.099781195
3,Added compound,CLAIRE,The location of the cage is important. ,The location of the specimen cage is important. ,7,8,4.571428571,5.0,39,48,2.680361988,2.901566739,7.636059172,8.146551775,0.254488557,0.22269669
3,Added compound,CLAIRE,5. Purchase convenience foods. ,5. Purchase convenience quality foods. ,4,5,6.75,6.8,31,39,2.787200218,2.665760174,10.7925248,10.39001984,0.000189044,0.001789468
3,Added compound,CLAIRE,6. Place your sculpted items on a covered cookie sheet. ,6. Place your sculpted items on a polymer covered cookie sheet. ,10,11,4.6,4.818181818,56,64,3.067133479,3.177394071,8.03696174,8.715419764,0.066041986,0.060058413
3,Added compound,CLAIRE,You could use crotchet yarn for making bracelets. ,You could use crotchet yarn for making friendship bracelets. ,8,9,5.25,5.777777778,50,61,2.901566739,2.84472599,8.602355659,8.270982808,0.038298975,0.034087599
3,Added compound,CLAIRE,Add the mixture to the half-cooked omelette. ,Add the cooking mixture to the half-cooked omelette. ,7,8,5.428571429,5.625,45,53,2.472685839,2.687350109,7.575624172,7.26617115,0.360744839,0.31578049
3,Added compound,CLAIRE,The bottom of the lighter should now be standing up vertically between your finger and the lip of the cap with a gap of 3/4 of an inch. ,The bottom of the lighter should now be standing up vertically between your finger and the lip of the foam cap with a gap of 3/4 of an inch. ,28,29,3.857142857,3.862068966,136,141,2.686385745,2.760993133,6.259426231,6.255652913,0.240051337,0.231786993
3,Added compound,CLAIRE,5. Determine how important speed is to you. ,5. Determine how important movement speed is to you. ,8,9,4.5,4.888888889,44,53,2.419850109,2.554311208,8.026301034,7.865600919,0.095301795,0.084881302
3,Added compound,CLAIRE,Learn a language. ,Learn a fairy language. ,3,4,5.0,5.0,18,24,2.510844638,2.910633479,8.297816712,7.515862534,0.130889262,0.098236485
3,Added compound,CLAIRE,"A mixture of ginger and honey, boiled to make a decoction (an extraction through boiling) and then spiced with a dash of sweet lime and mint leaves helps detoxify the body and cool the system. ","A mixture of ginger and honey, boiled to make a decoction (an extraction through boiling) and then spiced with a dash of sweet lime and mint leaves helps detoxify the body and cool the sewage system. ",35,36,4.514285714,4.555555556,193,200,2.794681963,2.842607464,7.223591191,7.258213658,0.196972835,0.191505384
3,Added compound,CLAIRE,"Spray two layers, allowing for drying in between. ","Spray two hair layers, allowing for drying in between. ",8,9,5.25,5.111111111,50,55,3.025633479,3.241674203,8.414218042,7.831527149,0.080354595,0.071714722
3,Added compound,CLAIRE,2. Test your sugar with a blood sugar meter. ,2. Test your tissue sugar with a blood sugar meter. ,9,10,4.0,4.2,45,52,3.282088986,3.446880087,6.358495022,6.19864552,0.069338726,0.062471625
3,Added compound,CLAIRE,"If you bring a dog as a guardian with you into a cave, bring food in case it gets hurt. ","If you bring a dog as a guardian with you into a cave, bring home food in case it gets hurt. ",20,21,3.4,3.428571429,88,93,2.907253391,2.964527039,5.879688813,5.783823632,0.110375831,0.107747903
3,Added compound,CLAIRE,Wasting whole Class C ranges of 254 addresses on small networks became a problem. ,Wasting whole Class C ranges of 254 internet addresses on small networks became a problem. ,14,15,4.857142857,5.066666667,82,91,2.869743044,2.921093508,8.611236472,8.85915404,0.081577611,0.076899186
3,Added compound,CLAIRE,"If you don't have peanut butter, try another oily substance such as mayonnaise, facial moisturizer or make-up wipes. ","If you don't have peanut butter, try another oily substance such as mayonnaise, facial moisturizer or make-up foam wipes. ",18,19,5.5,5.421052632,117,122,3.022088986,3.118294829,7.629144685,7.551294965,0.024327839,0.023067707
3,Added compound,CLAIRE,1. Draw the shape of the head. ,1. Draw the profile shape of the head. ,7,8,3.428571429,3.875,31,39,2.396971553,2.484850109,7.140880172,7.37327015,0.367114923,0.322316152
3,Added compound,CLAIRE,3. Learn the uses of the tag. ,3. Learn the uses of the text tag. ,7,8,3.285714286,3.375,30,35,2.382152547,2.700633479,8.073742039,8.037024284,0.367301196,0.322516558
3,Added compound,CLAIRE,There are specialized torches that are mobile and can be used while standing for this exact purpose. ,There are specialized lawn torches that are mobile and can be used while standing for this exact purpose. ,17,18,4.941176471,4.888888889,101,106,2.468164757,2.604933382,8.281983032,8.124650641,0.088598624,0.083701815
3,Added compound,CLAIRE,You can use a sheet or a pillow case; just make sure the entire patch is covered. ,You can use a folding sheet or a pillow case; just make sure the entire patch is covered. ,17,18,3.823529412,4.0,82,90,2.745811816,2.809377826,6.269093192,6.531923185,0.131417068,0.124133367
3,Added compound,CLAIRE,This will give them adequate time to get acquainted with each other and talk candidly about the ceremony and rituals. ,This will give them adequate time to get acquainted with each other and talk candidly about the church ceremony and rituals. ,20,21,4.9,4.952380952,118,125,2.377126696,2.49726352,6.352598063,6.295331489,0.15244558,0.145360305
3,Added compound,CLAIRE,2. Apply a coat of primer and let it dry. ,2. Apply a coat of acrylic primer and let it dry. ,10,11,3.2,3.545454545,42,50,2.761880087,2.902618261,6.87413032,7.300118473,0.16515211,0.150162807
3,Added compound,CLAIRE,Do you have any of the symptoms of the flu? ,Do you have any of the symptoms of the stomach flu? ,10,11,3.4,3.727272727,44,52,2.331880087,2.564436443,6.41287342,6.308066746,0.336579205,0.30600952
3,Added compound,CLAIRE,"Or, if the headband is made out of more flexible material, you can simply staple the ears to the headband. ","Or, if the headband is made out of more flexible material, you can simply staple the audio ears to the headband. ",20,21,4.35,4.380952381,107,113,2.626253391,2.667860373,6.82720987,6.945914162,0.232207449,0.221411378
3,Added compound,CLAIRE,Use a ruler to check the degrees. ,Use a gravity ruler to check the degrees. ,7,8,3.857142857,4.25,34,42,2.754647702,2.767816739,6.328424734,6.586121642,0.275420674,0.241032451
3,Added compound,CLAIRE,"If you need to include the title of the project or other text, you can use stencils or stickers to ensure it looks neat. ","If you need to include the title of the project or other text, you can use stencils or glitter stickers to ensure it looks neat. ",24,25,4.041666667,4.16,121,129,2.664794493,2.735402713,6.340870347,6.296035533,0.18311685,0.175796998
3,Added compound,CLAIRE,3. Identify context and analysis for each quotation. ,3. Identify context and analysis for each research quotation. ,8,9,5.625,5.888888889,53,62,2.377350109,2.449866763,8.529028525,8.506914245,0.105046187,0.094870568
3,Added compound,CLAIRE,"Because sales tax needs to only be paid one time, by the end purchasers, a wholesaler can avoid paying taxes when it buys from a manufacturer by issuing a resale certificate. ","Because sales tax needs to only be paid one time, by the end purchasers, a wholesaler can avoid paying sales taxes when it buys from a manufacturer by issuing a resale certificate. ",31,32,4.64516129,4.65625,175,181,2.601415119,2.609495897,7.50810083,7.617223713,0.113142329,0.109840635
3,Added compound,CLAIRE,"If you want to stay up to date on the latest trends, check out a copy of your favorite magazine or look at an online fashion blog. ","If you want to stay up to date on the latest trends, check out a copy of your favorite retail magazine or look at an online fashion blog. ",27,28,3.851851852,3.928571429,131,138,2.734029662,2.74067146,5.993727237,6.15466555,0.14193768,0.136958297
3,Added compound,CLAIRE,4. Chop up some peppers for a spicier soup. ,4. Chop up some side peppers for a spicier soup. ,9,10,3.888888889,3.9,44,49,2.731259421,2.826133479,7.783030371,7.476727334,0.078772678,0.071505526
3,Added compound,CLAIRE,Use hair products with caution. ,Use hair repair products with caution. ,5,6,5.4,5.5,32,39,3.215760174,3.233133479,8.12241944,8.070349534,0.031648472,0.026730412
3,Added compound,CLAIRE,"Vaccine disposal can differ from region to region, so check your local and state or provincial laws regarding how to dispose of empty vials. ","Vaccine packaging disposal can differ from region to region, so check your local and state or provincial laws regarding how to dispose of empty vials. ",24,25,4.875,5.04,141,151,2.52521116,2.601802713,7.296775056,7.360504053,0.109965587,0.105602281
3,Added compound,CLAIRE,"Sew the two fabrics together along the bottom edge of the skirt, with the sheet fabric facing inwards. ","Sew the two fabrics together along the bottom edge of the skirt, with the bed sheet fabric facing inwards. ",18,19,4.722222222,4.631578947,103,107,2.89472599,3.005529886,6.610091908,6.414297597,0.263350302,0.249635951
3,Added compound,CLAIRE,"When you're finished, click the Start/Stop button. ","When you're finished, click the Start/Stop screen button. ",7,8,6.285714286,6.25,51,58,2.948762112,3.155166848,9.417701762,8.970489042,0.146225868,0.128364649
3,Added compound,CLAIRE,Use a plastic cup or similar small container. ,Use a plastic cup or similar small container container. ,8,9,4.75,5.222222222,46,56,3.090316739,3.285837102,6.033381517,6.085228015,0.065285145,0.058089745
3,Added compound,CLAIRE,"So, if your friends have dolls, pretend the dolls are calling each other and set up a playdate. ","So, if your friends have dolls, pretend the dolls are calling each other and set up a facebook playdate. ",18,19,4.333333333,4.526315789,96,105,2.420074155,2.523228147,6.966016637,7.178333292,0.132078839,0.125127818
3,Added compound,CLAIRE,"To successfully reduce accidents in the workplace, review the following list of suggestions. ","To successfully reduce accidents in the workplace, review the following list of planning suggestions. ",13,14,6.153846154,6.285714286,93,102,2.592697525,2.624381056,7.713279872,7.948047957,0.229405865,0.213340442
3,Added compound,CLAIRE,It's next to the URL. ,It's next to the registry URL. ,5,6,3.4,4.166666667,22,31,2.322506783,2.518755652,6.856334827,7.880279022,0.308631516,0.257333415
3,Added compound,CLAIRE,Serve purslane salad with chips to turn this dish into a light and healthy finger food. ,Serve purslane salad with tuna chips to turn this dish into a light and healthy finger food. ,16,17,4.5,4.470588235,88,93,3.175550054,3.276400051,6.313094079,6.278794428,0.111763705,0.105196596
3,Added compound,CLAIRE,"You may also have to have an omentectomy, which removes the tissue that covers the abdominal area and large intestine. ","You may also have to have an omentectomy, which removes the stomach tissue that covers the abdominal area and large intestine. ",20,21,4.95,5.047619048,119,127,2.557066739,2.668158799,7.08248787,6.995702734,0.177634929,0.169191013
3,Added compound,CLAIRE,"If you use a towel, soak it to the cold water and apply it to the affected skin. ","If you use a toilet towel, soak it to the cold water and apply it to the affected skin. ",18,19,3.5,3.631578947,81,88,2.669377826,2.790463204,5.946626071,5.819961541,0.245724011,0.232813058
3,Added compound,CLAIRE,Soak a brush in the neutralizer and apply it over the entire surface of your wall. ,Soak a tape brush in the neutralizer and apply it over the entire surface of your wall. ,16,17,4.1875,4.176470588,83,88,2.49265837,2.634266701,6.336670571,6.223925243,0.257994169,0.242896711
3,Added compound,CLAIRE,Really want a book that`s only available at the book fair? ,Really want a book that`s only available at the school book fair? ,11,12,4.363636364,4.5,59,66,2.756254625,2.925733406,6.262526927,6.06481635,0.143251466,0.132549507
3,Added compound,CLAIRE,Do papers and other assignments. ,Do papers and other research assignments. ,5,6,5.6,6.0,33,42,2.533760174,2.616466812,8.57999624,8.5383302,0.121289445,0.103318806
3,Added compound,CLAIRE,Have good hygiene. ,Have good makeup hygiene. ,3,4,5.333333333,5.5,19,26,2.570844638,3.040633479,8.516688712,8.372516534,0.005321109,0.004061343
3,Added compound,CLAIRE,"It can cause a toxic syndrome (TSS), as well as some very disgusting build up. ","It can cause a toxic presentation syndrome (TSS), as well as some very disgusting build up. ",15,16,4.266666667,4.75,79,92,2.598586725,2.630550054,7.030496747,7.1848407,0.04678756,0.043964337
3,Added compound,CLAIRE,"Keeping a modest height improves flowering and, in turn, fruit production. ","Keeping a modest trunk height improves flowering and, in turn, fruit production. ",11,12,5.818181818,5.75,75,81,3.108303162,3.241777899,8.224445485,8.230741695,0.069248209,0.063517219
3,Added compound,CLAIRE,The calibration chart below shows where the trigger hook should be placed on the trigger chain in order to throw the ball a known distance. ,The calibration chart below shows where the trigger hook should be placed on the trigger observation chain in order to throw the ball a known distance. ,25,26,4.6,4.846153846,140,152,2.931402713,2.900194916,6.759815736,6.858284362,0.18475953,0.177673706
3,Added compound,CLAIRE,2. Check the company's customer reviews on review platforms. ,2. Check the company's customer reviews on consumer review platforms. ,9,10,5.777777778,6.0,61,70,2.943481643,3.006133479,8.782108149,9.024897334,0.133148287,0.12012593
3,Added compound,CLAIRE,Keep the tow handle low. ,Keep the tow steering handle low. ,5,6,4.0,4.666666667,25,34,3.172506783,3.310422319,8.182762627,8.078968856,0.20033469,0.16702357
3,Added compound,CLAIRE,"By customizing the slides in your presentation, you can add a unique look that reflects your personal style. ","By customizing the slides in your gallery presentation, you can add a unique look that reflects your personal style. ",18,19,5.055555556,5.157894737,109,117,2.728200097,2.818294829,6.932762522,7.02472239,0.128011515,0.121650952
3,Added compound,CLAIRE,4. Know the material inside and out. ,4. Know the source material inside and out. ,7,8,4.285714286,4.5,37,44,2.855542982,2.868600109,7.769441886,7.94951165,0.224211933,0.197157763
3,Added compound,CLAIRE,Buy a watch that has a lid. ,Buy a brass watch that has a lid. ,7,8,3.0,3.25,28,34,2.596971553,2.859850109,6.949411315,7.2119849,0.140192046,0.122745294
3,Added compound,CLAIRE,Want to make a fake cast? ,Want to make a fake film cast? ,6,7,3.333333333,3.428571429,26,31,2.287088986,2.633219131,6.559204356,6.615032305,0.155868176,0.134318164
3,Added compound,CLAIRE,Hold down the key. ,Hold down the option key. ,4,5,3.75,4.2,19,26,2.755633479,2.682506783,7.729008284,7.941206627,0.252468513,0.202508333
3,Added compound,CLAIRE,Kill your poodle. ,Kill your guinea poodle. ,3,4,5.0,5.25,18,25,2.814177971,3.035633479,8.700346712,8.827760034,0.029760382,0.022544588
3,Added compound,CLAIRE,Include specific details about the child if writing a consent letter. ,Include specific details about the child if writing a transport consent letter. ,11,12,5.363636364,5.666666667,70,80,2.518072806,2.599900073,7.223110564,7.486184684,0.138292839,0.126937874
3,Added compound,CLAIRE,Get your credit report and score. ,Get your credit report and score score. ,6,7,4.666666667,4.714285714,34,40,2.765422319,2.853219131,7.781820356,7.502988876,0.111842202,0.096292744
3,Added compound,CLAIRE,They in turn give you a receipt to send in with your application. ,They in turn give you a receipt to send in with your eligibility application. ,13,14,4.076923077,4.571428571,66,78,2.876348763,2.805180994,5.515768087,5.935356081,0.155973334,0.144879273
3,Added compound,CLAIRE,The cornea probably could not exist without intelligent help. ,The cornea probably could not exist without intelligent physics help. ,9,10,5.888888889,6.0,62,70,2.563614879,2.614253391,9.287637363,9.526873627,0.01565749,0.014220221
3,Added compound,CLAIRE,Run the tip of the brush along the lower lashes to separate them. ,Run the tip of the nail brush along the lower lashes to separate them. ,13,14,4.076923077,4.071428571,66,71,2.60067699,2.767057205,6.591807867,6.508107305,0.315632878,0.293115619
3,Added compound,CLAIRE,6. Click the tab. ,6. Click the destination tab. ,4,5,3.5,5.0,18,30,2.634700218,2.871760174,9.245961551,9.10876924,0.250057196,0.200318613
3,Added compound,CLAIRE,"Send them to Sunday school, and if they can sing or play an instrument, get them involved with the choir. ","Send them to Sunday school, and if they can sing or play an instrument, get them involved with the pulpit choir. ",20,21,4.3,4.380952381,106,113,2.580066739,2.654349275,6.659458474,6.866150927,0.13067425,0.124453363
3,Added compound,CLAIRE,"You can do this exercise anywhere: working at home, in the bathroom, in the elevator, and anywhere you are when you feel negative thoughts and frustrations come up. ","You can do this field exercise anywhere: working at home, in the bathroom, in the elevator, and anywhere you are when you feel negative thoughts and frustrations come up. ",28,29,4.892857143,4.896551724,165,171,2.697861988,2.751728816,7.048902169,7.016181405,0.164361117,0.158895134
3,Added compound,CLAIRE,Open the Start menu and click on the Settings icon from the left side. ,Open the Start menu and click on the Settings gear icon from the left side. ,14,15,4.071428571,4.066666667,71,76,2.778933416,2.879004522,6.962853876,7.005996951,0.275562066,0.25731969
3,Added compound,CLAIRE,Reasons why a union may not want to represent you may include the fact that your workforce is too small or that you're involved with an industry the union isn't comfortable with or isn't qualified to represent. ,Reasons why a partner union may not want to represent you may include the fact that your workforce is too small or that you're involved with an industry the union isn't comfortable with or isn't qualified to represent. ,37,38,4.702702703,4.763157895,211,219,2.345982021,2.377140389,6.910935582,6.883016225,0.134471674,0.130993207
3,Added compound,CLAIRE,5. Pass your exam. ,5. Pass your field exam. ,4,5,3.75,4.0,19,25,2.869700218,3.147760174,9.275268301,8.64021464,0.022339352,0.019041001
